,text,sentiment,negative_reason,clean,twitter_handles,hashtags_all
1223,bDawnBritton13 Landorcan LeeFeller1 nunyabiz55 peterdaou Ow75Tina Both DonaldTrump and JoeBiden are vile,0,others,bDawnBritton13 Landorcan LeeFeller1 nunyabiz55 peterdaou Ow75Tina Both DonaldTrump JoeBiden vile,@DawnBritton13 @Landorcan @LeeFeller1 @nunyabiz55 @peterdaou @Ow75Tina,#DonaldTrump #JoeBiden
1224,brealDonaldTrump TRUMP CRIME FAMILY,0,corruption,brealDonaldTrump TRUMP CRIME FAMILY,@realDonaldTrump,#TRUMP
1225,bRT AncientSkillsIT AS Motivation N1 AncientSkills MotivationalQuotes MilanSparta 29ottobre NotreDame terrorismo Lamorgese,1,,bRT AncientSkillsIT AS Motivation N1 AncientSkills MotivationalQuotes MilanSparta 29ottobre NotreDame terrorismo Lamorgese,@AncientSkillsIT,#AncientSkills #MotivationalQuotes #MilanSparta #29ottobre #NotreDame #terrorismo #Lamorgese
1226,bRumours that a new national lockdown is going to be announced next week COVID19 Covid19UK COVID,1,,bRumours national lockdown going announced week COVID19 Covid19UK COVID,,#COVID19 #Covid19UK #COVID
1227,bPorter_Anderson PoemTrees Acosta wolfblitzer realDonaldTrump TeamTrump Absolutely disgustingnTrumpIsCompromised,1,,bPorter_Anderson PoemTrees Acosta wolfblitzer realDonaldTrump TeamTrump Absolutely disgustingnTrumpIsCompromised,@Porter_Anderson @PoemTrees @Acosta @wolfblitzer @realDonaldTrump @TeamTrump,#TrumpIsCompromised
1228,b65 nCov19 covid UnitedStates nnIts likely Chanukah  Christmas  NewYearsEve will be very cheerless this,0,corruption,b65 nCov19 covid UnitedStates nnIts Chanukah Christmas NewYearsEve will cheerless,,#nCov19 #covid #UnitedStates #Chanukah #Christmas #NewYearsEve
1229,brealDonaldTrump when you lose you can read this article Karma BidenHarris2020,0,discrimination,brealDonaldTrump lose read article Karma BidenHarris2020,@realDonaldTrump,#BidenHarris2020
1230,bthehill lies to the nation Illicit enrichment Joe Biden,0,corruption,bthehill lies nation Illicit enrichment Joe Biden,@thehill,
1231,bWilDonnelly realDonaldTrump Nope If a ballot comes in on time it should be counted Why it be Stop,1,,bWilDonnelly realDonaldTrump Nope If ballot time counted Why Stop,@WilDonnelly @realDonaldTrump,
1232,bThe most infuriating thing Ive heard today JoeBiden said Ill be tough on,0,others,bThe infuriating thing Ive heard today JoeBiden Ill tough,,#JoeBiden #China
1233,brealDonaldTrump So far in only eight months 229000 Americans have died because of negligence That is,0,others,brealDonaldTrump So months 229000 Americans died negligence That,@realDonaldTrump,
1234,bRT Reilly2020 With a record 1063 new cases reported today 357 in the hospital and 364 COVID fatalities nearly 150 dead in the last,0,others,bRT Reilly2020 With record 1063 cases reported today 357 hospital 364 COVID fatalities 150 dead,@Reilly2020,#COVID
1235,bGlennGreenwald On His Resignation From TheIntercept  JoeBiden,0,corruption,bGlennGreenwald On His Resignation From TheIntercept JoeBiden,,#GlennGreenwald #TheIntercept #BarackObama #JoeBiden
1236,bExcellent article about mentalhealth and the pandemic by yomiadegoke  Covid,1,,bExcellent article mentalhealth pandemic yomiadegoke Covid,@yomiadegoke,#mentalhealth #Covid
1237,bRT AneraoKailash In business of lies  deceit removal of protection under Endangered Species Act in USA is touted by Trump,0,corruption,bRT AneraoKailash In business lies deceit removal protection Endangered Species Act USA touted Trump,@AneraoKailash,#Trump
1238,bRT Mike_Fabricant BREAKING Germany has announced the closure of restaurants and bars and further restrictions while France is,1,,bRT Mike_Fabricant BREAKING Germany announced closure restaurants bars restrictions France,@Mike_Fabricant,
1239,bWhat has happen to DonJr he looks roughnTrumpCrimeFamily,1,,bWhat happen DonJr roughnTrumpCrimeFamily,,#DonJr #TrumpCrimeFamily
1240,bRT folkbum 110 Today DHSWI reported 5096 new COVID cases in Wisconsin 2nd highest report of the pandemic Weve doubled our,1,,bRT folkbum 110 Today DHSWI reported 5096 COVID cases Wisconsin 2nd highest report pandemic Weve doubled,@folkbum @DHSWI,#COVID #Wisconsin
1241,bYet more Republican attempts at voter suppression I care which party you you are actively,1,,bYet Republican attempts voter suppression I care party actively,,#Republican
1242,bIs anyone worried what liberal fundamentalchange is in store for us What does that mean Change to,0,crime,bIs worried liberal fundamentalchange store What Change,,#fundamentalchange
1243,brealDonaldTrump Funny how all the economic booms happen under Democratic presidencies and recessionsdepression,1,,brealDonaldTrump Funny economic booms happen Democratic presidencies recessionsdepression,@realDonaldTrump,#Democratic
1244,bRT AustinJenkinsN3 More than 60 percent of WA voters have already returned their ballots But despite the intense interest in this,0,corruption,bRT AustinJenkinsN3 More 60 percent WA voters returned ballots But despite intense interest,@AustinJenkinsN3,
1245,bWhen I saw BobbyOrr was trending I was thinking the worst Then I saw that he had endorsed that racist piece of,0,covid19,bWhen I BobbyOrr trending I thinking worst Then I endorsed racist piece,,#BobbyOrr
1246,bRT KrauseForIowa Sad Iowa is called out 4 blowing millions on states computer systems  CovidKims personal staff while ignoring,0,covid19,bRT KrauseForIowa Sad Iowa called 4 blowing millions states computer systems CovidKims personal staff ignoring,@KrauseForIowa,#Iowa #CovidKim
1247,bhowardfineman Wrong Kaylei Truth 1000s these black  brown voters who u baselessly claim are UNenthusiastic,0,others,bhowardfineman Wrong Kaylei Truth 1000s black brown voters baselessly claim UNenthusiastic,@howardfineman,#Kaylei #black #brown
1248,bVoteBidenHarris Trump is woefully incompetent and unfit His misinformation disinformation ignorance,0,crime,bVoteBidenHarris Trump woefully incompetent unfit His misinformation disinformation ignorance,,#VoteBidenHarris #Trump
1249,bRT SpeaksAthena accelerating  rising when all Americans killed by TrumpVirus are counted Trump,0,discrimination,bRT SpeaksAthena accelerating rising Americans killed TrumpVirus counted Trump,@SpeaksAthena,#Americans #TrumpVirus #Trump
1250,bRT SAJi74436184 stefano_b_l MariaDelGreco1 I agree and I dont even live in the US Good luck JoeBiden,1,,bRT SAJi74436184 stefano_b_l MariaDelGreco1 I agree I dont live US Good luck JoeBiden,@SAJi74436184 @stefano_b_l @MariaDelGreco1,#JoeBiden
1251,bI just witnessed my first fanboi flagfest parade in my city I left my windows up I dont get the whole,1,,bI witnessed fanboi flagfest parade city I left windows I dont,,
1252,brealDonaldTrump This Russia We all get a say BidenHarris2020,1,,brealDonaldTrump This Russia We BidenHarris2020,@realDonaldTrump,#BidenHarris2020
1253,accelerating  rising when all Americans killed by TrumpVirus are,0,discrimination,accelerating rising Americans killed TrumpVirus,,#Americans #TrumpVirus
1254,bRT HagridFCB BREAKING Cristiano Ronaldo has recovered from the coronavirus COVID,1,,bRT HagridFCB BREAKING Cristiano Ronaldo recovered coronavirus COVID,@HagridFCB,#COVID
1255,bFLOTUS PressSec FtBraggNC POTUS realDonaldTrump TrumpDevastation KAG COVIDIOTS  MAGA  Ignorance,0,others,bFLOTUS PressSec FtBraggNC POTUS realDonaldTrump TrumpDevastation KAG COVIDIOTS MAGA Ignorance,@FLOTUS @PressSec @FtBraggNC @POTUS @realDonaldTrump,#TrumpDevastation #KAG #COVIDIOTS #MAGA
1256,bRT paul_lander Professional tip if your last name is Purdue do something chicken   politics,1,,bRT paul_lander Professional Purdue chicken politics,@paul_lander,#politics
1257,bRT DetailJunkie Trump is an out of control deranged  corrupt serial liar racist sexual predator traitor  murderer TickTockTrump,0,covid19,bRT DetailJunkie Trump control deranged corrupt serial liar racist sexual predator traitor murderer TickTockTrump,@DetailJunkie,#TickTockTrump
1258,bFriday With 4 days until ElectionDay Trump appeared to be pulling out his old Omar is,1,,bFriday With 4 days ElectionDay Trump appeared pulling Omar,,#ElectionDay #Trump #Omar
1259,bRT ValerieJarrett Two of our greatest Supreme Court justices Thurgood Marshall and Ruth Bader Ginsburg were replaced by their polar,1,,bRT ValerieJarrett Two greatest Supreme Court justices Thurgood Marshall Ruth Bader Ginsburg replaced polar,@ValerieJarrett,
1260,bWhere have I heard this quote   nfinepeople,1,,bWhere I heard quote nfinepeople,,#finepeople
1261,btimjhogan Covid deaths 225000 DOW Average dropped 1833 points  the worst week on Wall Street since March,0,others,btimjhogan Covid deaths 225000 DOW Average dropped 1833 points worst week Wall Street March,@timjhogan @225,
1262,bRT CWECorp CWE was part of the designbuild team for the ParkToPlayaBridgeAndTrail in Los Angeles The bridge was a prefabricated,1,,bRT CWECorp CWE designbuild team ParkToPlayaBridgeAndTrail Los Angeles The bridge prefabricated,@CWECorp,#CWE #ParkToPlayaBridgeAndTrail
1263,bIts all about DonaldTrump trying to distract the press into whackamole pursuits of every bogus bit of,0,crime,bIts DonaldTrump distract press whackamole pursuits bogus bit,,#DonaldTrump
1264,bRT Meganlover213 Due to COVID19 aka Coronavirus Ill be sending the first 900 people to like  retweet this 5001500 through,0,discrimination,bRT Meganlover213 Due COVID19 aka Coronavirus Ill sending 900 people retweet 5001500,@Meganlover213,#COVID19 #Coronavirus
1265,bRT DFRLab Inflammatory partisan misinformation on social media ahead of election2020 is irritating online communities populated with,0,discrimination,bRT DFRLab Inflammatory partisan misinformation social media ahead election2020 irritating online communities populated,@DFRLab,#election2020
1266,bThis video is beautiful and speech is touching California embrace the red wave You need it,1,,bThis video beautiful speech touching California embrace red wave You,,
1267,baggierican CNNPR kirstiealley Sorry they are too busy covering the current  is busy trying,0,covid19,baggierican CNNPR kirstiealley Sorry busy covering current busy,@aggierican @CNNPR @kirstiealley,
1268,bRT saenzmom Waiting for KamalaHarris  are fired up to meet our next VP and make some  RGV,0,others,bRT saenzmom Waiting KamalaHarris fired meet VP RGV,@saenzmom @KamalaHarris,#DemCastTX #RGV
1269,storm Seattle news station for having the nerve to report on their alleged criminal activity get,0,discrimination,storm Seattle news station nerve report alleged criminal activity,,
1270,bCalling 1000 deaths a day close to nothing would be an insult and quite embarrassing for most But not a,1,,bCalling 1000 deaths day close insult embarrassing But,,
1271,bMSM what is happening in Spain BreakingNews Barcelona COVID19 Covid1984 COVID coronavirus,1,,bMSM happening Spain BreakingNews Barcelona COVID19 Covid1984 COVID coronavirus,,#MSM #Spain #BreakingNews #Barcelona #COVID19 #Covid1984 #COVID #coronavirus
1272,bRT midwest441223 They call us liberal snowflakes What happens when a whole bunch of snowflakes get together nnYou better get the fuck,0,covid19,bRT midwest441223 They call liberal snowflakes What bunch snowflakes nnYou better fuck,@midwest441223,
1273,bDavidCornDC gtconway3d GOP owns EVERY illegal immoral unethical act thst Trump has perpetrated because they stop,0,covid19,bDavidCornDC gtconway3d GOP owns EVERY illegal immoral unethical thst Trump perpetrated,@DavidCornDC @gtconway3d,#GOP
1274,bRT MikeFitzAU For my US friends considering how their Tuesday vote might affect their health  Australia paying 41 for,1,,bRT MikeFitzAU For US friends considering Tuesday vote affect health Australia paying 41,@MikeFitzAU,
1275,bRT Jimcorrsays Aaron Doherty died of heart failure He was covid negative at the time of his death yet covid was placed as the cause,0,covid19,bRT Jimcorrsays Aaron Doherty died heart failure He covid negative time death covid,@Jimcorrsays,#covid #covid
1276,bSenate committee investigating alleged Hunter Biden drive smokinggun email  BidenHarris2020 WalkAwayFromDemocrats,1,,bSenate committee investigating alleged Hunter Biden drive smokinggun email BidenHarris2020 WalkAwayFromDemocrats,,#BidenHarris2020 #WalkAwayFromDemocrats
1277,brealDonaldTrump Yeah  youve tweeted watched TV and played more games of golf in 47 months than JoeBiden has,1,,brealDonaldTrump Yeah youve tweeted watched TV played games golf 47 months JoeBiden,@realDonaldTrump,#JoeBiden
1278,bRT duncancooper10 The number of COVID cases in Bradford District is rising  averaging 300 to 400 new cases per  we enter Tier,1,,bRT duncancooper10 The number COVID cases Bradford District rising averaging 300 400 cases enter Tier,@duncancooper10,#COVID
1279,bVicks Vapoinhaler Portable Nasal Inhaler 2 Count  NonMedicated Vapors to Breathe,1,,bVicks Vapoinhaler Portable Nasal Inhaler 2 Count NonMedicated Vapors Breathe,,
1280,bRT eraseism RealJamesWoods kayleighmcenany Trumpwontknow MAGA MAGA2020 Trump is using You be a sucker Over 1000 Covid19,0,covid19,bRT eraseism RealJamesWoods kayleighmcenany Trumpwontknow MAGA MAGA2020 Trump You sucker Over 1000 Covid19,@eraseism @RealJamesWoods @kayleighmcenany,#Trumpwontknow #MAGA #MAGA2020
1281,bRT rodericksdental Taking a retrospective look at the impact of COVID on the dental industry Rodericks Founder and Chairman Shalin,1,,bRT rodericksdental Taking retrospective impact COVID dental industry Rodericks Founder Chairman Shalin,@rodericksdental,
1282,bTrump2020nVoteRednHunterBidenEmailsnHunterBidensLaptopnBidenHarris2020 dumpster,0,covid19,bTrump2020nVoteRednHunterBidenEmailsnHunterBidensLaptopnBidenHarris2020 dumpster,,#Trump2020 #VoteRed #HunterBidenEmails #HunterBidensLaptop #BidenHarris2020
1283,bJoeBiden Why you yelling,1,,bJoeBiden Why yelling,,#JoeBiden
1284,brealDonaldTrump Lock down is the worst thing you can do to a country Viruses come and go deal with it maga,0,corruption,brealDonaldTrump Lock worst thing country Viruses deal maga,@realDonaldTrump,#maga
1285,bBrettFavre realDonaldTrump voteblue ridenwithbiden trumpforprison Sorry Brett Im a Wisconsinite and live,0,others,bBrettFavre realDonaldTrump voteblue ridenwithbiden trumpforprison Sorry Brett Im Wisconsinite live,@BrettFavre @realDonaldTrump,#voteblue #ridenwithbiden #trumpforprison
1286,bGOP seem to think Socialism requires poverty for all nWhereas Unfettered Capitalism is voluntary poverty for,0,crime,bGOP Socialism requires poverty nWhereas Unfettered Capitalism voluntary poverty,,
1287,brealJeffreyLord Damn Can I get my vote back This changes everything BidenHarris2020,1,,brealJeffreyLord Damn Can I vote This changes BidenHarris2020,@realJeffreyLord,#BidenHarris2020
1288,bWhat Is that on 2 or 4 wheels JoeBiden Joementia,1,,bWhat Is 2 4 wheels JoeBiden Joementia,,#JoeBiden #Joementia
1289,bJoe Biden has promised to restore asylum laws and dismantle restrictive Trump policies that keep migrants from,1,,bJoe Biden promised restore asylum laws dismantle restrictive Trump policies migrants,,
1290,bRT pax1776 I remember President Trump ever calling Biden supporters names Biden called us Chumps  Ugly in one week,0,discrimination,bRT pax1776 I remember President Trump calling Biden supporters names Biden called Chumps Ugly week,@pax1776,
1291,bRT AdamAddict Listen to Taylor she knows what shes singing about BidenHarris2020,1,,bRT AdamAddict Listen Taylor singing BidenHarris2020,@AdamAddict,#BidenHarris2020
